question,subject,text,rating,reputation,num_upvotes,num_thanks,href,question_timestamp
"A motivational speaker claims ""fear is a learned response! babies are not born with fears; they learn fears, which means fear can be unlearned!"" use your knowledge of the relationships between conditioning and the biology of fear to critique the motivational speaker's claims.",Social studies,"
Jgj,gj,g gkglk gblgllbgnhot gipuj;ob;imjbb,v mb ,mk;wirhgf eh g;khadv gk;hew g;hwr ;kghr kgh wrk;gj brwhgkh w;rg;wrkjg ;krjhgkhfgigioghigifhhfghghhghghghghghghghghhgghghghhhhahahahahahahahhhahahahahahahahahhahahahhahhahahahahahah
",0,Beginner,0,0,https://brainly.com/question/9945267,1525341010
"A fire truck has a ladder that can extend to 60 feet in length. the ladder can be safely raised to a maximum angle of 75o with the horizontal. disregarding the height of the fire truck itself, which is closest to the maximum height that the ladder can safely reach?",Mathematics,"
See the attached figure to better understand the problem

we know that
in the right triangle ABC

sin 75°=BC/AB-------> BC=AB*sin 75°----> BC=60*sin 75°----> BC=57.96 ft

the answer is
57.96 ft",0,Virtuoso,0,0,https://brainly.com/question/9999565,1525683617
What year did slavery end all over the US,History,"
Slavery ended in 1865 after Congress passed the 13th amendment. Hope this helps!

",0,Ambitious,0,1,https://brainly.com/question/9994824,1525659432
What year did slavery end all over the US,History,"
Slavery ended in 1865 all over the US due to union measures
",0,Helping Hand,0,1,https://brainly.com/question/9994824,1525659432
"Basim’s robotics team builds a robot that travels at 9 m/s and can fire a tennis ball at a target.

Which would result in a judge who is sitting beside the testing ground observing the tennis ball having a speed of 7 m/s?

The robot fires the ball forward with a speed of 7 m/s.
The robot fires the ball backward with a speed of 7 m/s.
The robot fires the ball backward with a speed of 2 m/s.
The robot fires the ball forward with a speed of 2 m/s.",Physics,"
The robot fires the ball forward with a speed of 7m/s
",1,Beginner,1,0,https://brainly.com/question/9589660,1523486630
Biology cells and homeosatus,Advanced placement (ap),"
Endoplasmic reticulum is correct.

",5,Ambitious,2,1,https://brainly.com/question/9968389,1525448116
What types of education are not offered at community college,Advanced placement (ap),"
Doctors degree masters I think that's all I know lol
",0,Beginner,0,0,https://brainly.com/question/9984363,1525572553
The creation of the Federal Reserve System is most closely related to which of these themes? A) culture B) geography C)sociology and anthropology D)economics,History,"
''culture'' would be my best guess
",0,Ambitious,0,0,https://brainly.com/question/9402071,1522336411
"Lina chooses to switch to a new phone service provider because it offers an online payment system. What trend is she following?


simplicity

social media

self-service

community-based service",Advanced placement (ap),"
Users make payments electronically than in person. Electronic payments have been made to provide a secure internet transaction. It is usually in 4 categories namely credit card,debit card, micropayment system and electronic cash. The answer in the situation where Lina switch to new provider for the online payment system is due to self-service.
",1,Ambitious,2,0,https://brainly.com/question/9905536,1525164061
"Which of the following best describes Islamic empires during the postclassical period?
a. They spread Islamic culture through only nonviolent means and refused to maintain a military.
b. They limited scientific research, as it often conflicted with the Quran’s teachings.
c. They produced important advances in mathematics, science, and medicine.
d. They created a vast empire and forced their subjects to become practicing Muslims.",History,"Among the choices the one that best describes Islamic empires during the postclassical period is letter D, they created a vast empire and forced their subjects to become practicing Muslims. The postclassical period is the timeframe that instantly took after old history and went before present day history.",1.8,Ambitious,20,4,https://brainly.com/question/995369,1455815985
Communicable diseases are caused by __________. A. antibodies B. vaccines C. pathogens D. medicine,Health,"
It's paathogens baby
",5,Brainly User,3,2,https://brainly.com/question/9948662,1525353312
Communicable diseases are caused by __________. A. antibodies B. vaccines C. pathogens D. medicine,Health,"
C. is your best answer.... <_< hope this helps
",5,Ambitious,1,0,https://brainly.com/question/9948662,1525353312
Which kingdom includes the organism that causes lyme disease monera protista?,Biology,Monera Diseases. Because if you know the stuff that you are tought you can find the aw,0,Helping Hand,0,0,https://brainly.com/question/9960215,1525412408
"Choose the best definition for the following term: substitution
Which would it be?

A) A letter that holds the place for some unknown value in mathematics
B) A process where you must look for terms that have identical variable parts and then combine their coefficients
C) A process where if two things are equal, one can be put in the place of the other and nothing will change
D) Terms that have identical variable parts",Mathematics,"
The answer is a because you are substituting a number or something else . You are trying to hold a place for the unknown value or amount.
Your welcome ☺️.
",4,Beginner,8,15,https://brainly.com/question/986549,1455655230
