"Answers","num_words","num_characters","num_misspelled","bin_start_interrogative","bin_end_qmark","num_interrogative","bin_start_small","avg_word_sentence","num_sentences","bin_url","readability_score","num_punctuations","bin_taboo","grammar_check"
"
China and the Soviet Union did not get along very well and when he connected himself with China, he could use that fact in negotiations with Russians because he would now be able to have Chinese support backing their negotiations which would make the Soviets a losing side in any possible conflict or in similar situations. He used it as leverage in negotiations.
","63","303","0","0","0","1","0","21.0","3","0","11.349047619047617","3","0","1"
"
""An-Nafud"" is a southwest Asian desert that is slightly larger than the Mojave desert of the United States. 
","19","94","1","0","0","0","0","9.5","2","0","4.638947368421054","2","0","0"
"
60/3=20 so,multiply 2 by 20 to get the amount of green houses:
2*20=40
There are 40 green houses.

Hope this helps you :3
","28","104","0","0","0","0","0","14.0","2","0","0.7092857142857127","2","0","0"
"These are the answers:

“. . . the battle only really got going at the start of the twentieth century, when the suffragette movement was born . . .” 

“Our Edward VII bronze penny was struck in the year of the formation of the Women’s Social and Political Union (the WSPU), whose founders included Emmeline Pankhurst . . .”

“The suffragettes became systematic lawbreakers in order to change the law, and defacing the penny was just one element in a campaign that went far beyond civil disobedience.”

Hope this helps. :)


","82","453","1","0","0","1","0","6.833333333333333","12","0","4.96227642276423","17","0","0"
"
1. True - It does not only stimulate immune response in the body but also help in the production of antibodies. 
2.  B. T-cells
T-cells are antibody-producing cells.
There’s no such thing as T-bodies and T-immune.
It can’t be T-antigens as well because there are only A and B antigens and Rh factor
3. A. allergen
An antibody is a blood protein that fights diseases and kills harmful bacteria in your body. 
Germ is a microorganism that can cause diseases. 
Anaphylactic is a systemic allergic reaction.
4. True
Allergens can be inhaled and asthma is a form of allergic reaction. Asthma also is a disease of the respiratory system.
5.False
Antihistamine has powerful sedating qualities that’s why this is one of the active ingredients of sleeping pills. Therefore, drowsiness is one of its major side effects.
6. All options are side effects of antihistamines however, the rarest one is confusion. Therefore D could be the best option.
7. Lungs
The description itself is the basic function of the lungs.
8. False
It’s not the hair of animals that cause allergy but the pollen, mold spores, urine, saliva, dander or flakes of dead skin as well as other outdoor allergens that are being collected by the animal’s hair.  
9. True
Insects such as yellow jackets, fire ants, and wasps are some of the most life-threatening stinging insects.
10. True - Spores of certain fungi can trigger allergic reactions. 
","248","1206","1","0","0","1","0","8.551724137931034","29","0","3.926910456062288","45","0","0"
"
The answer is called cohesion
","5","27","0","0","0","0","0","5.0","1","0","4.620000000000001","0","0","1"
"
Cohesion pls give me brainliest
","5","29","2","0","0","0","0","5.0","1","0","6.504000000000001","0","0","0"
"
From early mornings,
 when air is still,
 we practice and train,
 to survive and kill,
 we learn our drill while you're on your grill,
 organized in 1778, 
when war was great,
 we had what we did not love, 
but showed no hate,
 Baron Friedrich von Steuben, 
created this for our discipline and organizement, which had no type of excitement,
 but here we are still today, 
when air is still,
 and mornings are displayed
","73","348","2","0","0","4","0","73.0","1","0","35.652054794520545","14","0","0"
"
1 true /sports medicine doctor Is a real doctor, 2 true /3 false
","13","54","0","0","0","0","0","13.0","1","0","2.823076923076922","1","0","1"
"
False.
True.
and
False.
","4","25","0","0","0","0","0","1.0","4","0","-0.9125000000000014","3","0","0"
"
Sophia needs to narrow her topic, and then use key words to find articles, and websites preferably with Endings such as .edu or .gov. this way she will have reliable sources. 

I hope I helped! have a good day.
","39","176","1","0","0","0","0","5.571428571428571","7","0","0.9203296703296715","8","0","0"
"
Showing the relative strength of different nations' currencies 
","8","59","1","0","0","0","0","8.0","1","0","14.951250000000002","0","0","0"
"
The answer to this question is C
","7","28","0","0","0","0","0","7.0","1","0","-0.4357142857142833","0","0","1"
"
The answer would be C
","5","19","0","0","0","0","0","5.0","1","0","-2.9160000000000004","0","0","1"
"
The answer is the third one for sure
","8","31","0","0","0","0","0","8.0","1","0","-0.3562499999999993","0","0","1"
"
Ife in the wild is a lot easier to deal with in the summer. ife in the wild is a lot easier to deal with in the summer. ife in the wild is a lot easier to deal with in the summer. ife in the wild is a lot easier to deal with in the summer. ife in the wild is a lot easier to deal with in the summer. ife in the wild is a lot easier to deal with in the summer. ife in the wild is a lot easier to deal with in the summer. ife in the wild is a lot easier to deal with in the summer. ife in the wild is a lot easier to deal with in the summer. ife in the wild is a lot easier to deal with in the summer. ife in the wild is a lot easier to deal with in the summer. ","154","507","11","0","0","0","0","12.833333333333334","12","0","0.1259523809523806","11","0","0"
"
I'd say wow, they have a very good intellect, because if you turn a Rubik's cube once every second, it would take you 1400 seconds to finish it, yet the world's best cube solvers can do it in under 6 seconds, that's pretty impressive. It's honestly mind blowing on how they do it, and they are just amazingly smart on how they do it.
","64","272","0","0","0","2","0","21.333333333333332","3","0","8.518229166666664","8","0","1"
"
Pronounce it like a regular F
","6","26","0","0","0","0","0","6.0","1","0","0.41000000000000014","0","0","1"
"
This scene occurs after Gatsby's party showing that everyone was so drunk and in the moment. feeling like they are better than everyone else and not caring
","27","131","0","0","0","0","0","13.5","2","0","7.648888888888887","1","0","0"
"
Hey There!!!

i could be wrong but not 100% 

2, 3, 4

Hope This Helps!!!!!

","15","68","0","0","0","0","0","5.0","3","0","-4.485999999999997","10","0","0"
"

You should recognize the  term on the right to represent the width of each equally-spaced subinterval of the integration interval . We don't know the endpoints' exact values just yet.

 represents the total number of subintervals. If we fix it to some manageably small number, we can get a better picture of what the  term represents.

If , the partial sum reduces to



This suggests the sum represents the left-endpoint Riemann summation to find the integral of , and in particular, the integral seems to be taken over the interval [0, 3]. Taking the limit, we get


","96","475","2","0","0","1","0","16.0","6","0","8.5009375","15","0","0"
"
Together with other states in the South, North Carolina was devastated by the Civil War","15","80","0","0","0","0","0","15.0","1","0","8.678","1","0","0"
"
The civil war devastated on the south side of the economy
","11","49","0","0","0","0","0","11.0","1","0","4.194545454545455","0","0","1"
"

that would give u 128
","5","20","0","0","0","0","0","5.0","1","0","-2.9160000000000004","0","0","0"
"
I think #6 is estes Kefauver
","6","25","2","0","0","0","0","6.0","1","0","-1.1600000000000001","0","0","0"
"All of the following should be included on the self stick labels you prepare before attending a college fair except:
B. Test Scores
","23","111","0","0","0","0","0","11.5","2","0","6.231739130434782","1","0","0"
"Too moderate
Radical Republicans wanted stronger punishment to be imposed on the South than Lincoln's plan  called for, and wanted a larger role for the federal government in the overall reconstruction plan.  Lincoln's plan called for a path of forgiveness and rebuilding for the South.  His 10 percent plan said that as soon as 10% of a state's voters would swear an oath of allegiance to the Union, the state could be readmitted to the Union.
","76","374","0","0","0","0","0","19.0","4","0","10.38052631578947","5","0","0"
"
Because a science-based understanding of our universe is, more than other (myth-based or religious-base) understandings, capable of delivering (1) measuring instruments by means of which we can test our hypotheses regarding the structure of the universe and (2) a scientific language that is as much as possible free from ambiguity and vagueness.
","55","297","0","0","0","0","0","27.5","2","0","16.555090909090914","12","0","1"
